1	1	0
1	1	1
1	1	198
1	1	199
3	1	0
3	1	1
3	1	59
3	1	198
3	1	199
5	1	0
5	1	1
5	1	198
5	1	199
0	2	0
0	2	1
0	2	103
0	2	104
0	2	105
0	2	106
0	2	107
0	2	108
0	2	109
0	2	198
0	2	199
2	2	0
2	2	1
2	2	198
2	2	199
4	2	0
4	2	1
4	2	198
4	2	199
1	3	0
1	3	1
1	3	198
1	3	199
3	3	0
3	3	1
3	3	198
3	3	199
5	3	0
5	3	1
5	3	198
5	3	199
0	4	0
0	4	1
0	4	103
0	4	104
0	4	105
0	4	106
0	4	107
0	4	108
0	4	109
0	4	198
0	4	199
2	4	0
2	4	1
2	4	198
2	4	199
4	4	0
4	4	1
4	4	198
4	4	199
1	5	0
1	5	1
1	5	198
1	5	199
3	5	0
3	5	1
3	5	198
3	5	199
5	5	0
5	5	1
5	5	198
5	5	199
0	6	0
0	6	1
0	6	40
0	6	41
0	6	42
0	6	43
0	6	44
0	6	45
0	6	46
0	6	47
0	6	48
0	6	105
0	6	198
0	6	199
2	6	0
2	6	1
2	6	198
2	6	199
4	6	0
4	6	1
4	6	198
4	6	199
1	7	0
1	7	1
1	7	198
1	7	199
3	7	0
3	7	1
3	7	198
3	7	199
5	7	0
5	7	1
5	7	198
5	7	199
0	8	0
0	8	1
0	8	198
0	8	199
2	8	0
2	8	1
2	8	198
2	8	199
4	8	0
4	8	1
4	8	198
4	8	199
