5.13824e-07	0	0	0
6.91109e-07	0	0	0
7.50329e-07	0	0	0
1.34271e-06	0	0	0
1.96904e-06	0	0	0
2.29955e-06	0	0	0
3.12461e-06	0	0	0
3.12945e-06	0	0	0
3.2972e-06	0	0	0
3.65545e-06	0	0	0
3.94322e-06	0	0	0
4.46313e-06	0	0	0
5.28231e-06	0	0	0
5.37915e-06	0	0	0
5.88757e-06	0	0	0
6.24932e-06	0	0	0
6.72314e-06	0	0	0
7.99208e-06	0	0	0
8.06648e-06	0	0	0
8.914e-06	0	0	0
9.30499e-06	0	0	0
9.30831e-06	0	0	0
1.06681e-05	0	0	0
1.08032e-05	0	0	0
1.08781e-05	0	0	0
1.14255e-05	0	0	0
1.19573e-05	0	0	0
1.2291e-05	0	0	0
1.23628e-05	0	0	0
1.26022e-05	0	0	0
1.53762e-05	0	0	0
1.60408e-05	0	0	0
1.64533e-05	0	0	0
1.65649e-05	0	0	0
1.66963e-05	0	0	0
1.68487e-05	0	0	0
1.71448e-05	0	0	0
1.72701e-05	0	0	0
1.77101e-05	0	0	0
1.86175e-05	0	0	0
1.92482e-05	0	0	0
1.94058e-05	0	0	0
1.97609e-05	0	0	0
1.9882e-05	0	0	0
2.00167e-05	0	0	0
2.02152e-05	0	0	0
2.15414e-05	0	0	0
2.16468e-05	0	0	0
2.1785e-05	0	0	0
2.21462e-05	0	0	0
2.21919e-05	0	0	0
2.28217e-05	0	0	0
2.28461e-05	0	0	0
2.28687e-05	0	0	0
2.46804e-05	0	0	0
2.4761e-05	0	0	0
2.52907e-05	0	0	0
2.54378e-05	0	0	0
2.62276e-05	0	0	0
2.65459e-05	0	0	0
2.76222e-05	0	0	0
2.85024e-05	0	0	0
2.85829e-05	0	0	0
2.87945e-05	0	0	0
2.88777e-05	0	0	0
2.90312e-05	0	0	0
2.93051e-05	0	0	0
2.97304e-05	0	0	0
3.00576e-05	0	0	0
3.08896e-05	0	0	0
3.17069e-05	0	0	0
3.17925e-05	0	0	0
3.35113e-05	0	0	0
3.3919e-05	0	0	0
3.40739e-05	0	0	0
3.44691e-05	0	0	0
3.48847e-05	0	0	0
3.57297e-05	0	0	0
3.66863e-05	0	0	0
3.67299e-05	0	0	0
3.69185e-05	0	0	0
3.7096e-05	0	0	0
3.74764e-05	0	0	0
3.85358e-05	0	0	0
3.99599e-05	0	0	0
4.04311e-05	0	0	0
4.31353e-05	0	0	0
4.34002e-05	0	0	0
4.52037e-05	0	0	0
4.60282e-05	0	0	0
4.61181e-05	0	0	0
4.61425e-05	0	0	0
4.72995e-05	0	0	0
4.74117e-05	0	0	0
4.83363e-05	0	0	0
4.86356e-05	0	0	0
4.9446e-05	0	0	0
4.95952e-05	0	0	0
4.9901e-05	0	0	0
4.99462e-05	0	0	0
5.16415e-05	0	0	0
5.31545e-05	0	0	0
5.34673e-05	0	0	0
5.47466e-05	0	0	0
5.51015e-05	0	0	0
5.52584e-05	0	0	0
5.54864e-05	0	0	0
5.58465e-05	0	0	0
5.59198e-05	0	0	0
5.68215e-05	0	0	0
5.79429e-05	0	0	0
5.91273e-05	0	0	0
5.9959e-05	0	0	0
6.2332e-05	0	0	0
6.25047e-05	0	0	0
6.29044e-05	0	0	0
6.35265e-05	0	0	0
6.41066e-05	0	0	0
6.4666e-05	0	0	0
6.47821e-05	0	0	0
6.49801e-05	0	0	0
6.50121e-05	0	0	0
6.58026e-05	0	0	0
6.61131e-05	0	0	0
6.63582e-05	0	0	0
6.66192e-05	0	0	0
6.70889e-05	0	0	0
6.76204e-05	0	0	0
6.87549e-05	0	0	0
7.24444e-05	0	0	0
7.27976e-05	0	0	0
7.38064e-05	0	0	0
7.39283e-05	0	0	0
7.4801e-05	0	0	0
7.5452e-05	0	0	0
7.5531e-05	0	0	0
7.59971e-05	0	0	0
7.66836e-05	0	0	0
7.73817e-05	0	0	0
7.90826e-05	0	0	0
7.93471e-05	0	0	0
8.14404e-05	0	0	0
8.15992e-05	0	0	0
8.17057e-05	0	0	0
8.23734e-05	0	0	0
8.264e-05	0	0	0
8.36503e-05	0	0	0
8.50273e-05	0	0	0
8.58285e-05	0	0	0
8.66113e-05	0	0	0
8.74761e-05	0	0	0
8.81615e-05	0	0	0
8.92389e-05	0	0	0
8.97036e-05	0	0	0
9.04299e-05	0	0	0
9.07768e-05	0	0	0
9.35226e-05	0	0	0
9.36691e-05	0	0	0
9.38206e-05	0	0	0
9.45753e-05	0	0	0
9.48124e-05	0	0	0
