3.37535e-08	0	0	-nan
1.26948e-07	0	0	-nan
1.29755e-07	0	0	-nan
1.573e-07	0	0	-nan
1.67678e-07	0	0	-nan
1.85192e-07	0	0	-nan
2.06346e-07	0	0	-nan
2.13961e-07	0	0	-nan
2.65197e-07	0	0	-nan
2.72958e-07	0	0	-nan
2.89537e-07	0	0	-nan
2.98469e-07	0	0	-nan
3.04937e-07	0	0	-nan
3.18001e-07	0	0	-nan
3.3582e-07	0	0	-nan
3.55081e-07	0	0	-nan
4.0148e-07	0	0	-nan
4.06178e-07	0	0	-nan
4.0819e-07	0	0	-nan
4.13788e-07	0	0	-nan
4.26822e-07	0	0	-nan
4.37474e-07	0	0	-nan
4.60656e-07	0	0	-nan
4.77294e-07	0	0	-nan
4.90838e-07	0	0	-nan
5.07227e-07	0	0	-nan
5.45246e-07	0	0	-nan
5.49689e-07	0	0	-nan
6.025e-07	0	0	-nan
6.38716e-07	0	0	-nan
6.52515e-07	0	0	-nan
6.64924e-07	0	0	-nan
7.14574e-07	0	0	-nan
7.38865e-07	0	0	-nan
7.59678e-07	0	0	-nan
7.60472e-07	0	0	-nan
7.77767e-07	0	0	-nan
7.96788e-07	0	0	-nan
8.04108e-07	0	0	-nan
8.08363e-07	0	0	-nan
8.12971e-07	0	0	-nan
8.42233e-07	0	0	-nan
8.6199e-07	0	0	-nan
8.69125e-07	0	0	-nan
8.7838e-07	0	0	-nan
9.10497e-07	0	0	-nan
9.12408e-07	0	0	-nan
9.19466e-07	0	0	-nan
9.45672e-07	0	0	-nan
9.77693e-07	0	0	-nan
1.02065e-06	0	0	-nan
1.09311e-06	0	0	-nan
1.17384e-06	0	0	-nan
1.17769e-06	0	0	-nan
1.23587e-06	0	0	-nan
1.24746e-06	0	0	-nan
1.25874e-06	0	0	-nan
1.27376e-06	0	0	-nan
1.36293e-06	0	0	-nan
1.37327e-06	0	0	-nan
1.37722e-06	0	0	-nan
1.40798e-06	0	0	-nan
1.4501e-06	0	0	-nan
1.45611e-06	0	0	-nan
1.45751e-06	0	0	-nan
1.46372e-06	0	0	-nan
1.48956e-06	0	0	-nan
1.51068e-06	0	0	-nan
1.53952e-06	0	0	-nan
1.53992e-06	0	0	-nan
1.54623e-06	0	0	-nan
1.55285e-06	0	0	-nan
1.55993e-06	0	0	-nan
1.58242e-06	0	0	-nan
1.58607e-06	0	0	-nan
1.6054e-06	0	0	-nan
1.68848e-06	0	0	-nan
1.69034e-06	0	0	-nan
1.70635e-06	0	0	-nan
1.76556e-06	0	0	-nan
1.77167e-06	0	0	-nan
1.78719e-06	0	0	-nan
1.79017e-06	0	0	-nan
1.79856e-06	0	0	-nan
1.81371e-06	0	0	-nan
1.86568e-06	0	0	-nan
1.87021e-06	0	0	-nan
1.87617e-06	0	0	-nan
1.88429e-06	0	0	-nan
1.89882e-06	0	0	-nan
1.91229e-06	0	0	-nan
1.915e-06	0	0	-nan
1.91716e-06	0	0	-nan
1.92881e-06	0	0	-nan
1.94953e-06	0	0	-nan
1.99759e-06	0	0	-nan
2.02482e-06	0	0	-nan
2.03966e-06	0	0	-nan
2.05877e-06	0	0	-nan
2.07671e-06	0	0	-nan
2.07809e-06	0	0	-nan
2.08625e-06	0	0	-nan
2.17222e-06	0	0	-nan
2.23222e-06	0	0	-nan
2.24311e-06	0	0	-nan
2.25763e-06	0	0	-nan
2.26814e-06	0	0	-nan
2.27652e-06	0	0	-nan
2.2836e-06	0	0	-nan
2.29916e-06	0	0	-nan
2.31163e-06	0	0	-nan
2.31528e-06	0	0	-nan
2.33705e-06	0	0	-nan
2.34852e-06	0	0	-nan
2.36092e-06	0	0	-nan
2.37336e-06	0	0	-nan
2.38404e-06	0	0	-nan
2.4014e-06	0	0	-nan
2.405e-06	0	0	-nan
2.46184e-06	0	0	-nan
2.53278e-06	0	0	-nan
2.56984e-06	0	0	-nan
2.60596e-06	0	0	-nan
2.61377e-06	0	0	-nan
2.62166e-06	0	0	-nan
2.6364e-06	0	0	-nan
2.64745e-06	0	0	-nan
2.64941e-06	0	0	-nan
2.70967e-06	0	0	-nan
2.72035e-06	0	0	-nan
2.73866e-06	0	0	-nan
2.74725e-06	0	0	-nan
2.75999e-06	0	0	-nan
2.7659e-06	0	0	-nan
2.79232e-06	0	0	-nan
2.79323e-06	0	0	-nan
2.79535e-06	0	0	-nan
2.80289e-06	0	0	-nan
2.80561e-06	0	0	-nan
2.82192e-06	0	0	-nan
2.85421e-06	0	0	-nan
2.86544e-06	0	0	-nan
2.87507e-06	0	0	-nan
2.8833e-06	0	0	-nan
2.88349e-06	0	0	-nan
2.88761e-06	0	0	-nan
2.93624e-06	0	0	-nan
2.94126e-06	0	0	-nan
2.95438e-06	0	0	-nan
2.95542e-06	0	0	-nan
3.01361e-06	0	0	-nan
3.01874e-06	0	0	-nan
3.0232e-06	0	0	-nan
3.02794e-06	0	0	-nan
3.03046e-06	0	0	-nan
3.08073e-06	0	0	-nan
3.11996e-06	0	0	-nan
3.15993e-06	0	0	-nan
3.17097e-06	0	0	-nan
3.17268e-06	0	0	-nan
3.19037e-06	0	0	-nan
3.20259e-06	0	0	-nan
3.21439e-06	0	0	-nan
3.23915e-06	0	0	-nan
3.24313e-06	0	0	-nan
3.26477e-06	0	0	-nan
3.27997e-06	0	0	-nan
3.30362e-06	0	0	-nan
3.31424e-06	0	0	-nan
3.32931e-06	0	0	-nan
3.35937e-06	0	0	-nan
3.36515e-06	0	0	-nan
3.36761e-06	0	0	-nan
3.37832e-06	0	0	-nan
3.40007e-06	0	0	-nan
3.41221e-06	0	0	-nan
3.41501e-06	0	0	-nan
3.42125e-06	0	0	-nan
3.45733e-06	0	0	-nan
3.46687e-06	0	0	-nan
3.56319e-06	0	0	-nan
3.6298e-06	0	0	-nan
3.63944e-06	0	0	-nan
3.6636e-06	0	0	-nan
3.67844e-06	0	0	-nan
3.74411e-06	0	0	-nan
3.7838e-06	0	0	-nan
3.82871e-06	0	0	-nan
3.84155e-06	0	0	-nan
3.8482e-06	0	0	-nan
3.86033e-06	0	0	-nan
3.98183e-06	0	0	-nan
4.00953e-06	0	0	-nan
4.01465e-06	0	0	-nan
4.04209e-06	0	0	-nan
4.19023e-06	0	0	-nan
4.21755e-06	0	0	-nan
4.24222e-06	0	0	-nan
4.27132e-06	0	0	-nan
4.29007e-06	0	0	-nan
4.32393e-06	0	0	-nan
4.34362e-06	0	0	-nan
4.35496e-06	0	0	-nan
4.39675e-06	0	0	-nan
4.45442e-06	0	0	-nan
4.48978e-06	0	0	-nan
4.51527e-06	0	0	-nan
4.54474e-06	0	0	-nan
4.54831e-06	0	0	-nan
4.57242e-06	0	0	-nan
4.58768e-06	0	0	-nan
4.59155e-06	0	0	-nan
4.59532e-06	0	0	-nan
4.66543e-06	0	0	-nan
4.72907e-06	0	0	-nan
4.73579e-06	0	0	-nan
4.73603e-06	0	0	-nan
4.73924e-06	0	0	-nan
4.74206e-06	0	0	-nan
4.77665e-06	0	0	-nan
4.77816e-06	0	0	-nan
4.79529e-06	0	0	-nan
4.83793e-06	0	0	-nan
4.86346e-06	0	0	-nan
4.88088e-06	0	0	-nan
4.92069e-06	0	0	-nan
4.93166e-06	0	0	-nan
4.95678e-06	0	0	-nan
4.97481e-06	0	0	-nan
4.99046e-06	0	0	-nan
4.99892e-06	0	0	-nan
5.04162e-06	0	0	-nan
